id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20815,The Bosphorus from The Comfy Hill,78838,Gülder,,Besiktas,41.06984,29.04545,Entire home/apt,891,365,41,2018-11-07,0.31,2,363
27271,Lovely apartment in perfect location,117026,Mutlu,,Beyoglu,41.03254,28.98153,Entire home/apt,273,30,10,2018-05-04,0.30,1,0
28318,Cosy home overlooking Bosphorus,121721,Aydin,,Sariyer,41.09048,29.05559,Entire home/apt,930,3,0,,,1,88
29241,"↪ Istanbul, Your second house",125742,Şevki,,Beyoglu,41.04844,28.95254,Private room,372,3,0,,,1,0
30697,nice home in popular area,132137,Nan,,Beyoglu,41.0335,28.97626,Private room,908,1,1,2010-06-14,0.01,1,365
33368,Deluxe double bedroom @ Nisantasi,135136,Ozlem,,Sisli,41.05382,28.99739,Private room,480,2,1,2014-10-21,0.01,2,1
34925,A room in galata beyoglu,150435,Esr,,Beyoglu,41.02704,28.97588,Private room,512,1,0,,,1,365
35580,Sea View terrace  House,153032,Michel,,Beyoglu,41.03658,28.97213,Entire home/apt,282,30,38,2020-02-03,0.45,3,356
35938,Cosy Room in Istanbul Center,154245,Sinan,,Sisli,41.04913,28.99666,Private room,556,1,0,,,1,365
41753,Örücü Palace / Princess Apartment,182639,Mehmet Ali,,Beyoglu,41.02725,28.97718,Entire home/apt,537,5,46,2017-05-21,0.37,7,179
44421,Beautiful Studio With A View,194194,Zeyno,,Beyoglu,41.03089,28.98054,Private room,844,180,86,2015-10-06,0.68,2,269
44429,"Cozy, central, lovely&check out the bathroom!*",194194,Zeyno,,Beyoglu,41.03082,28.97958,Entire home/apt,318,5,22,2020-01-02,0.75,2,48
47264,Kurucesme stunning seaview peacfull Flat,213410,Evrim,,Besiktas,41.06464,29.0358,Entire home/apt,409,30,9,2019-09-02,0.08,8,278
47377,Double Room in Taksim,214374,Bertan Kemal,,Beyoglu,41.03467,28.98902,Private room,372,3,0,,,1,364
48346,Charming Apartment in Kuzguncuk,220212,Yesim,,Uskudar,41.03485,29.03155,Entire home/apt,546,3,13,2020-08-14,0.13,2,365
49955,A room with a view of Bosphorous.,228352,Oz,,Fatih,41.01717,28.96325,Private room,453,1,0,,,1,0
52828,Prince(Garden Apart),182639,Mehmet Ali,,Beyoglu,41.02752,28.97858,Entire home/apt,537,5,27,2017-03-14,0.23,7,179
58441,Private  studio bestlocation@Taksim,279673,Engin,,Beyoglu,41.0385,28.98189,Entire home/apt,273,28,16,2016-12-31,0.15,3,1
62172,Central Location Taksim/Cihangir,302361,Nurten,,Beyoglu,41.03442,28.98561,Private room,724,3,0,,,3,0
62817,Quiet room in central apartment,305202,Oksan,,Beyoglu,41.03638,28.9909,Private room,327,2,74,2018-08-22,0.64,1,364
77190,flat with garden'n' terrace taksim,413150,Baris,,Beyoglu,41.03343,28.99057,Entire home/apt,231,5,33,2018-08-16,0.29,2,365
77292,3 Bedroom Apartment with Terrace Bosphorus View,414003,Fasedis,,Beyoglu,41.03583,28.98989,Entire home/apt,908,3,2,2020-08-29,0.43,9,93
88949,Wonderful room with Historical View,485384,Alev,,Beyoglu,41.03326,28.97876,Private room,222,2,86,2019-08-06,0.73,1,364
101397,❛Cozy • Clean • Central • Room❜,531367,Guliz,,Beyoglu,41.03082,28.98053,Private room,122,2,68,2020-01-02,0.59,1,365
108164,Kurucesme design amazing seaview  forest room,213410,Evrim,,Besiktas,41.06341,29.0364,Private room,141,15,6,2018-12-31,0.06,8,278
108537,Cihangir Connection,561692,Hasan,,Beyoglu,41.03103,28.984,Entire home/apt,400,2,3,2018-04-11,0.08,1,365
114786,Blue Mosque View in Sultanahmet,582060,Fernando,,Fatih,41.0063,28.97916,Entire home/apt,445,2,80,2020-12-06,0.74,13,339
124137,Beautiful Artist's home staycation,594053,Dev,,Beyoglu,41.03321,28.98674,Entire home/apt,279,3,37,2020-12-29,0.40,2,0
130225,Room in a modern home.,641487,Efe,,Kadikoy,40.97618,29.04442,Private room,368,1,1,2012-08-04,0.01,1,0
133148,Eveything you need - as you wish,654031,Nurhan,,Kagithane,41.06496,28.95651,Entire home/apt,1116,2,0,,,1,365
135858,"En-suite, city view, near center",665735,Kemal,,Beyoglu,41.04285,28.97663,Private room,2271,5,15,2012-10-09,0.13,2,0
135956,Private room in shared flat-for ONLY female guests,666066,Ali,,Beyoglu,41.0286,28.9775,Private room,126,20,29,2020-11-20,0.26,9,245
136818,warm family place ..,669517,Cengiz,,Kadikoy,40.98242,29.05151,Private room,479,1,0,,,1,0
138394,Entire Flat at Cihangir/Taksim,675641,Juliet,,Beyoglu,41.03282,28.98537,Entire home/apt,884,1,0,,,1,0
139804,Entire house in central Kadikoy,681763,Deniz,,Kadikoy,40.98373,29.02865,Entire home/apt,372,4,8,2019-12-21,0.07,1,0
140269,Penthouse in Taxim -with 2 bedrooms,683356,Damir,,Beyoglu,41.03577,28.9773,Entire home/apt,409,3,129,2019-03-01,1.12,3,337
140952,(-55%)28nts in may 300€:Best LocationDuplex@Taksim,279673,Engin,,Beyoglu,41.03895,28.98387,Entire home/apt,408,15,8,2017-01-10,0.11,3,365
146854,Beautiful & Super Deluxe Flat,709964,Lily,,Sisli,41.04753,28.9803,Private room,446,1,0,,,1,0
158461,Friendly Family Home,760827,Enathol,,Adalar,40.87171,29.1291,Private room,737,1,0,,,1,0
158618,King Suite Studio  Near Taksim Square,730566,Murat,,Beyoglu,41.03767,28.98219,Private room,499,1,0,,,3,365
160809,"""Homeinİstanbul"" wGreat Location",770100,Neslihan,,Beyoglu,41.03224,28.98714,Entire home/apt,446,3,13,2015-10-06,0.11,2,173
162180,Nice flat in historical Galata,775317,Cigdem,,Beyoglu,41.02622,28.97488,Entire home/apt,1038,6,1,2011-09-25,0.01,1,365
164216,Ottoman Flat 2BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03614,28.98163,Entire home/apt,860,2,36,2019-06-13,0.33,3,362
166265,Apartment in the Heart of the City1,792658,ISlK,,Beyoglu,41.03919,28.98266,Entire home/apt,263,2,151,2020-10-20,1.60,9,360
168404,Charming Apt City Center Taksim,802569,Maria,,Beyoglu,41.03293,28.98853,Entire home/apt,899,2,134,2018-04-30,1.18,3,1
169106,Kiptas Seyrantepe Residence Flat,805693,Koray,,Maltepe,40.9476,29.16943,Entire home/apt,770,3,0,,,1,365
170150,Lovely Gardened House 10 minutes walking to metro,810759,Tuna,,Uskudar,41.01694,29.06929,Entire home/apt,372,30,86,2020-11-27,0.77,2,334
171593,Nice historical apartment in Galata,818744,Fırat,,Beyoglu,41.0278,28.97696,Entire home/apt,1110,7,3,2012-01-07,0.03,1,0
175766,at the center of İstanbul..,840111,Kadir,,Sisli,41.07005,28.98561,Private room,221,1,0,,,1,0
178868,"Bright Room, Great Location...",770100,Neslihan,,Beyoglu,41.03237,28.9869,Private room,185,2,38,2015-12-31,0.33,2,267
191058,Room with balcony in shared flat-for female guests,666066,Ali,,Beyoglu,41.02822,28.97777,Private room,136,20,26,2020-07-18,0.26,9,0
191069,Private room in shared flat-for ONLY female guests,666066,Ali,,Beyoglu,41.02997,28.97612,Private room,109,16,30,2020-11-02,0.28,9,0
197991,Nice room with balcony,907770,Tuğba,,Uskudar,41.0164,29.01527,Private room,217,1,0,,,1,0
199068,"Luxurious, specially designed...!",972196,Taskin,,Esenyurt,41.02719,28.68328,Private room,771,1,0,,,1,365
199411,08JAN-29MAR/WINTER SUPER DISCOUNT,973997,Shinnosuke,,Beyoglu,41.0297,28.97583,Entire home/apt,272,3,101,2020-11-30,0.89,1,362
204518,Lovely and Cozy Flat at Cihangir,1004513,Defne,,Beyoglu,41.03023,28.98182,Entire home/apt,363,14,2,2011-09-22,0.02,2,1
207933,GORGEOUS BOSPHORUS VIEW! COMFY ROOM,1023387,Daniele,,Beyoglu,41.03506,28.99193,Private room,318,3,10,2013-10-05,0.10,1,268
210496,6-Cabin Yacht with A/C,1038139,Burchan,,Beykoz,41.0787,29.08596,Private room,3167,1,0,,,2,0
213816,Stay near Bagdat Avenue - 3BR apt,767876,Pelin,,Kadikoy,40.97543,29.06553,Entire home/apt,454,3,15,2020-08-07,0.14,3,365
214188,decent quality/price balance in Ist,1105099,Necip,,Fatih,41.019,28.92851,Private room,136,20,40,2015-06-01,0.35,2,89
220149,Sultan,182639,Mehmet Ali,,Beyoglu,41.02845,28.97892,Entire home/apt,536,5,9,2015-04-29,0.08,7,364
223519,We are in the center of Istanbul!,1162133,Tamer,,Kadikoy,40.97136,29.10063,Private room,141,1,4,2015-12-01,0.04,1,365
224612,My nice flat in Nisantasi/,1169188,Esin,,Sisli,41.05585,28.99103,Private room,363,5,0,,,1,365
224910,The Heart of Istanbul,1171112,Marya,,Basaksehir,41.10619,28.73866,Entire home/apt,909,1,0,,,1,365
226255,Harem,182639,Mehmet Ali,,Beyoglu,41.02865,28.97919,Entire home/apt,899,5,10,2019-08-21,0.09,7,365
227513,Exclusive Apart with Kitchenette,1186560,Ramiz,,Fatih,41.0029,28.97787,Private room,409,1,60,2019-11-18,0.54,3,365
231869,Nice and Clean Lovely Room Cihangir,1004513,Defne,,Beyoglu,41.03073,28.98167,Private room,318,14,1,2015-05-26,0.01,2,365
237993,Cozy Room in the Heart of Kadıköy,1212675,Basak,,Kadikoy,40.98598,29.02667,Private room,139,2,11,2018-11-25,0.15,2,89
237994,Comfy Furnished Room in a Cozy Home,1212675,Basak,,Kadikoy,40.98627,29.02542,Private room,169,2,1,2017-08-01,0.02,2,2
238904,2  PRIVATE ROOMS IN SULTANAHMET,1252482,Ramazan,,Fatih,41.0068,28.97874,Private room,479,1,0,,,1,365
244604,FULL EQUIPPED FLAT IN OLD ISTANBUL,1283374,Timur,,Fatih,41.01309,28.94331,Private room,681,2,0,,,1,365
251414,"Apartment in Montmartre, Paris",1318632,Bahar,,Beyoglu,41.03203,28.98564,Entire home/apt,455,7,1,2012-01-06,0.01,1,358
253055,CIHANGIR | Stunning Bosphorus View!,852380,Ilker,,Beyoglu,41.03297,28.98488,Entire home/apt,873,1,68,2020-10-13,0.62,4,184
253859,A boutique experience in Istanbul,1333286,Erdal,,Beyoglu,41.03324,28.9811,Private room,817,1,0,,,1,365
254664,Sur la place de la tour de Galata,1337721,Hervé,,Beyoglu,41.02437,28.9748,Entire home/apt,908,2,0,,,1,364
256825,BLUE Mosque walking&Grand pazar مشي لكل مكان,1351134,Bãśmä,,Fatih,41.01106,28.94568,Private room,81,3,230,2021-01-02,3.16,15,0
256838,"Down town,walk to everywhereوسط اسطنبول يوسف باشا",1351134,Bãśmä,,Fatih,41.01232,28.94706,Private room,81,3,17,2020-11-25,0.16,15,180
259206,Cosy Flat at the Center of ISTANBUL,1323348,Feride,,Sisli,41.0613,28.99495,Entire home/apt,335,2,32,2020-07-13,0.30,4,353
260378,Bright and characterful in Galata!,1366111,Julia & Tarkan,,Beyoglu,41.02625,28.97276,Entire home/apt,530,2,100,2020-12-11,0.94,13,0
265297,"Sunny Flat for Room Price, Taksim",1391673,Serkan,,Sisli,41.045,28.9863,Entire home/apt,372,2,2,2012-05-28,0.02,1,90
265772,Furnished Flats & Historical Room,1393796,Hülya,,Sisli,41.05458,28.98672,Private room,297,1,0,,,2,365
270561,"Room minuet 2TRAM Street,Yusufpasha اتفضلوااهلاًبكم",1351134,Bãśmä,,Fatih,41.01077,28.94512,Private room,78,3,152,2019-09-22,1.39,15,0
270883,only 10 minutes to Sultanahmet,1417732,Tayfun,,Fatih,41.0248,28.94738,Entire home/apt,454,7,0,,,1,365
271439,Charming Delightful Studio@Centre 3,466302,Demir,,Beyoglu,41.02669,28.97594,Entire home/apt,244,3,145,2020-12-10,1.32,10,346
274454,"Galateia Apartments,1 BR up to 4",1435301,Galateia,,Beyoglu,41.02961,28.97643,Entire home/apt,1543,30,0,,,2,365
276621,Girls Sharing room غرفة للبنات  TRAM STREET,1351134,Bãśmä,,Fatih,41.01143,28.94603,Shared room,74,2,79,2019-08-02,0.75,15,0
277581,Standard Suites,1449395,Emre,,Kadikoy,40.99259,29.02534,Entire home/apt,345,3,28,2019-11-25,0.51,3,338
277589,Spacious Family Apt in Kadiköy,1449395,Emre,,Kadikoy,40.99462,29.02552,Entire home/apt,591,3,8,2018-01-28,0.16,3,353
277592,1+1 65m2 Deluxe Suitler,1449395,Emre,,Kadikoy,40.99295,29.02656,Entire home/apt,409,3,46,2018-06-03,0.47,3,365
280227,Asian Side Apartment with SEA VIEW,1460766,Birim,,Kadikoy,40.97555,29.0431,Entire home/apt,736,4,0,,,2,364
280776,Terrace Bosphorus Sea View Taksim,802569,Maria,,Beyoglu,41.03285,28.98792,Entire home/apt,1548,2,262,2020-07-31,2.40,3,93
282117,"cozy quite home, in the center",1465693,Asimo,,Beyoglu,41.03207,28.98052,Entire home/apt,681,7,0,,,1,0
282148,"High Quality, Professionally Managed Apt in Galata",1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,650,6,69,2020-11-22,0.66,4,276
282266,Design chic serviced apt in Galata.,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,454,6,36,2020-12-14,0.34,4,320
282289,Modern serviced flat in Galata,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,454,6,80,2020-12-23,3.26,4,0
282295,"Professionally Managed, High Quality Apt in Galata",1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,650,6,70,2020-12-12,0.66,4,365
282881,"top location,bright & cozy 2bdr apt",353220,Özge,,Beyoglu,41.02841,28.97202,Entire home/apt,909,1,57,2016-09-11,0.54,1,358
287982,Lovely Room at the heart of İSTANBL,1323348,Feride,,Sisli,41.06208,28.99426,Private room,149,1,10,2016-09-01,0.09,4,354
287983,CENTRAL&SAFETY Location Bright Room,1323348,Feride,,Sisli,41.06202,28.99549,Private room,182,2,58,2018-09-25,0.55,4,354
290607,Galata Flat 3,735581,Bahadir,,Beyoglu,41.02875,28.97558,Entire home/apt,636,6,0,,,3,365
290608,Galata - Newly Furnished Flat 1,735581,Bahadir,,Beyoglu,41.02759,28.97133,Entire home/apt,636,6,1,2015-10-26,0.02,3,2
293754,2 bedr apart 5 mins from Airport,1497897,Mehmet Emin,,Bahcelievler,40.99144,28.84474,Entire home/apt,809,3,4,2019-05-19,0.10,2,365
294981,Cozy Furnished Flat in Residence,1520874,Eralp,,Sisli,41.05783,28.99253,Private room,453,2,0,,,1,0
297040,"Galateia  Bosphorus, 1BR w Terrace",1435301,Galateia,,Beyoglu,41.02954,28.97551,Entire home/apt,1815,1,0,,,2,365
298136,Sanctuary of Peace,1536767,Ferhan,,Adalar,40.871,29.1295,Entire home/apt,727,1,2,2020-01-01,0.10,1,365
304011,Beyoglu/Center Beautiful View,1564870,Living,,Beyoglu,41.03537,28.97316,Entire home/apt,422,3,13,2020-11-30,0.16,2,1
304029,Zero km to City Center -- Friendly,1564916,Esen,,Sisli,41.05382,28.99028,Private room,164,2,35,2016-11-02,0.33,1,365
305801,Sweet Garden  House,1572930,Mehmet,,Besiktas,41.05091,29.02262,Private room,176,3,1,2012-10-01,0.01,1,365
310557,Studio apartment İstiklal Street,1597714,Behiye,,Beyoglu,41.03234,28.97472,Private room,815,2,0,,,1,0
315554,"Bosphorous View, Greenary, comfrtbl",1620835,Rajesh,,Besiktas,41.08725,29.03729,Private room,346,1,0,,,1,0
316220,pvt Apt ◆ Anatolian Side of Istnbul,1624077,Can,,Uskudar,41.02544,29.03525,Entire home/apt,318,1,0,,,1,0
318933,lovely home with sea view,1128679,Akın Savaş,,Kadikoy,40.98447,29.02221,Entire home/apt,300,6,12,2020-11-01,0.18,1,357
324576,Family  Apartment with Private Hammam,1667741,Ceyhun,,Fatih,41.00409,28.97903,Entire home/apt,1352,1,1,2018-03-24,0.03,5,365
330043,İstanbul Beyoğlu Cihangir,1677640,Didem,,Beyoglu,41.03323,28.98525,Private room,637,1,0,,,1,365
332070,Full Bosphorus sea&Istanbul view,1664518,Gokce Doruk,,Uskudar,41.02971,29.01917,Private room,363,1,0,,,2,0
338403,120m2 private apart Taxim.,1719162,Emre,,Sisli,41.04099,28.98675,Entire home/apt,1089,2,7,2014-05-05,0.07,1,365
338540,Walk to GRAND pazarيوسف باشا مشي لبيازيت,1351134,Bãśmä,,Fatih,41.01237,28.94659,Private room,122,3,62,2020-01-06,0.59,15,180
341852,on Galata Roofs.  Super central istiklal avenue,1734426,Lino And Gioia,,Beyoglu,41.03415,28.98102,Entire home/apt,381,2,28,2019-10-16,0.35,3,310
350818,Furnished Double BR with Breakfast,1778050,Ali Sinan,,Beyoglu,41.03137,28.97318,Private room,1000,1,0,,,1,365
351006,Full Bosphorus Sea View ◆ near Park,1664518,Gokce Doruk,,Uskudar,41.0309,29.01983,Private room,318,2,0,,,2,365
351790,in the city center,1782227,İnan,,Sisli,41.07587,29.00994,Hotel room,890,10,2,2015-05-23,0.03,1,365
355170,Modern Deluxe Studio Near to Taksim,730566,Murat,,Beyoglu,41.03788,28.98258,Private room,546,1,0,,,3,365
360053,Modern Flat 30m to Istiklal- Taksim,1821399,Hakan,,Beyoglu,41.0339,28.9826,Entire home/apt,546,30,0,,,1,365
362196,Apartment in the Heart of the City2,792658,ISlK,,Beyoglu,41.03915,28.98273,Entire home/apt,236,2,102,2020-11-04,1.29,9,365
362228,Studio in the Heart of the City 1,792658,ISlK,,Beyoglu,41.03911,28.98266,Entire home/apt,218,2,158,2020-12-14,1.94,9,365
362494,Cozy Single Room  @Taksim Downtown,1806816,Kaboom Guest House,,Beyoglu,41.03471,28.97347,Private room,82,1,2,2015-07-21,0.02,8,365
364077,A single room in Istanbul - Kadikoy,1839212,Ferhat,,Kadikoy,40.99407,29.03697,Private room,318,2,0,,,1,365
371112,Long term stay in Cihangir,1869420,Asli-Ali,,Beyoglu,41.0321,28.98308,Entire home/apt,481,10,68,2016-08-24,0.67,1,90
374837,Charming Delightful Studio@Centre 2,466302,Demir,,Beyoglu,41.02752,28.97705,Entire home/apt,248,1,126,2019-11-06,1.18,10,0
378383,Historic mansion center of Buyukada,1900682,Aysen,,Adalar,40.87361,29.13289,Entire home/apt,636,2,26,2020-08-03,0.25,1,1
380072,"truly unique accommodation,Istanbul",1907609,Filiz,,Besiktas,41.0555,28.99978,Private room,1493,1,0,,,1,365
385296,"Lot's of Light, Lot's of Green!",734040,Can,,Sariyer,41.08679,29.05244,Private room,165,3,15,2020-12-04,0.15,2,340
391645,"Bright flat, great view! Kadikoy",1958346,Adelaide And Ali,,Kadikoy,40.99609,29.0278,Entire home/apt,591,3,73,2020-11-03,0.69,2,246
398075,Charming Delightful Studio@Centre 1,466302,Demir,,Beyoglu,41.02728,28.97705,Entire home/apt,217,3,70,2020-12-16,0.66,10,0
401359,Central Apt. in Popular Nisantaşı,2002975,Jülide,,Sisli,41.0493,28.99618,Private room,409,3,6,2019-02-15,0.06,1,0
409921,SANLI,182639,Mehmet Ali,,Beyoglu,41.02751,28.97609,Entire home/apt,9042,4,12,2015-05-06,0.12,7,365
410320,Cozy apartment in Istanbul 4. Levent,125468,Ceylan,,Besiktas,41.08757,29.01061,Entire home/apt,185,3,0,,,1,88
412766,CasaLoBueno#1 Splendid Galata Tower,2054075,Doret & Izel,,Beyoglu,41.0295,28.97351,Entire home/apt,1020,4,70,2020-01-04,0.67,4,361
422001,Cozy Double Room @ Kaboom Guesthouse,1806816,Kaboom Guest House,,Beyoglu,41.03519,28.97177,Private room,82,2,9,2020-09-30,0.09,8,365
422065,Cute apartment in center of Beyoglu,2099221,Nahide,,Beyoglu,41.03255,28.98032,Entire home/apt,242,3,101,2020-12-19,0.97,3,79
422071,Cozy Flat 1BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03666,28.98093,Entire home/apt,591,2,63,2019-10-03,0.61,3,362
423833,Rooms for rent in Nişantaşı Şişli,2081426,Sanem,,Sisli,41.05485,28.99202,Private room,363,2,1,2012-04-27,0.01,1,0
428901,"Minutes walk to center, 2 BDRM Apt",1770428,Cheng,,Beyoglu,41.03749,28.97505,Entire home/apt,181,5,40,2020-01-11,0.44,1,364
429200,Pasha,182639,Mehmet Ali,,Beyoglu,41.02871,28.97935,Entire home/apt,900,5,1,2012-09-09,0.01,7,181
429475,SALE !!!City 1 bed Luxury Residence,1879849,Cecille,,Sisli,41.06024,28.99147,Entire home/apt,454,1,22,2014-09-21,0.22,1,365
445208,fairly furnished flat @ city center,2170489,Atila,,Sisli,41.05274,28.99108,Entire home/apt,164,3,23,2020-10-23,0.22,1,363
447142,Ottoman istanbul..Yusufpasha Tram ترام يوسف باشا,1351134,Bãśmä,,Fatih,41.01263,28.94498,Private room,89,2,23,2020-01-12,0.22,15,180
457790,Old City Sultanahmet Apart Istanbul,2231981,Adar,,Fatih,41.00456,28.96857,Entire home/apt,772,3,120,2019-10-18,1.15,13,365
469638,Near the bosphorus,2330281,Omer,,Besiktas,41.06782,29.04236,Private room,297,2,26,2019-06-17,0.26,2,177
469811,"Couple friendly, Cute Roof w terrace in Beyoglu",2331089,Mehmet,,Beyoglu,41.03102,28.97484,Entire home/apt,500,2,43,2020-12-23,0.61,5,350
478289,ULTRA LUXE RESIDENCE WITH FREE SWIM.POOL ETC,2368759,Angie,,Basaksehir,41.0718,28.67921,Entire home/apt,754,6,12,2018-05-29,0.18,1,365
484153,"comfy room in Taksim, Istanbul",2395401,Özgür,,Sisli,41.04418,28.98344,Private room,182,2,3,2018-04-16,0.05,1,0
499401,"Fair, clean & comfy Apt - Beyoglu",2464199,Fahrettin,,Beyoglu,41.03185,28.97146,Entire home/apt,1358,1,9,2013-09-17,0.09,5,362
507117,Duplex Penthouse Central Located,2499854,Ozan,,Sisli,41.05739,28.9955,Private room,208,1,2,2017-05-18,0.02,1,365
511597,Flats in Taksim 2 min. to square #2,2519004,Vedat Öz,,Bagcilar,41.03183,28.84544,Entire home/apt,455,2,2,2013-03-15,0.02,1,365
511807,decent price/quality balance in Ist,1105099,Necip,,Fatih,41.01667,28.9303,Private room,91,20,9,2015-06-30,0.09,2,180
516610,Nakkas Apart,2543742,Nakkas,,Fatih,41.0056,28.9704,Entire home/apt,991,1,3,2012-11-28,0.03,2,365
516720,Very central place-small room for 1,2544222,Biray Anil,,Sisli,41.06262,28.984,Private room,91,1,42,2016-03-10,0.40,1,278
519364,"Lovely Sea, Topkapi  Palace, Hagia Sophia Views!",1366111,Julia & Tarkan,,Beyoglu,41.02618,28.9761,Entire home/apt,504,2,65,2020-12-25,0.96,13,354
519468,"Cosy charm, fabulous terrace views in Galata!",1366111,Julia & Tarkan,,Beyoglu,41.02496,28.97311,Entire home/apt,685,2,101,2020-12-29,0.99,13,309
520072,Room in Anatolian side of Istanbul,2404749,Sabite,,Kadikoy,40.98268,29.04714,Private room,112,1,0,,,1,0
520189,"Cosy with frescoes, terrace views in Galata!",1366111,Julia & Tarkan,,Beyoglu,41.02815,28.97333,Entire home/apt,551,2,93,2020-12-18,0.90,13,328
520238,Stylish gem with amazing charm and nightlife buzz!,1366111,Julia & Tarkan,,Beyoglu,41.03567,28.97792,Entire home/apt,551,2,173,2020-12-19,1.72,13,356
522700,2 Bedrooms & Galata & Best Design,2570612,Ahmet,,Beyoglu,41.02718,28.9742,Entire home/apt,900,2,94,2016-07-22,0.91,11,365
529151,"135 sqm. at Galata Tower, Beyoğlu",2599754,Sedat,,Beyoglu,41.02747,28.97486,Entire home/apt,500,3,129,2020-03-20,1.32,1,353
536465,Spacious room in 2br renovated flat,2248444,Pinar,,Beyoglu,41.03807,28.97582,Private room,119,3,16,2019-08-22,0.19,6,364
536526,"A Lovely, Modern, 1bd Apt in Center",2248444,Pinar,,Beyoglu,41.03806,28.97582,Entire home/apt,260,2,54,2020-09-23,0.52,6,307
537090,Great flat in central Istanbul,2639052,Yilmaz,,Beyoglu,41.03102,28.98196,Entire home/apt,627,8,11,2019-12-14,0.11,1,363
538538,flat in a safe & quiet district,2645069,Mehmet,,Kadikoy,41.00931,29.04331,Private room,223,1,0,,,1,365
538833,Very Central Room With Sea View,2646839,Hexagram,,Beyoglu,41.03068,28.98372,Private room,408,1,47,2016-04-21,0.47,3,364
541629,Apartment flat entrance - Beyoglu,2464199,Fahrettin,,Beyoglu,41.03008,28.97035,Entire home/apt,546,2,22,2018-07-29,0.22,5,89
541989,Beautiful Triplex in City Center,2664929,Figen,,Besiktas,41.07538,29.03549,Entire home/apt,666,5,13,2018-08-14,0.13,1,358
542354,Nakkas Apart with Sea View,2543742,Nakkas,,Fatih,41.00503,28.97058,Private room,1090,1,0,,,2,1
546900,Very modern Apartment in Gayrettepe,2689464,Murat,,Besiktas,41.0638,29.00437,Private room,1263,1,0,,,1,0
553222,Cozy room in 2br renovated flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,112,3,22,2020-04-30,0.24,6,364
555588,Historical Istanbul House @ Taksim,2731976,Daniel,,Sisli,41.04251,28.98788,Entire home/apt,472,3,292,2020-02-20,2.84,2,268
556293,A duplex @ heart of shop & dine,135136,Ozlem,,Sisli,41.05352,28.99886,Entire home/apt,999,2,1,2016-01-01,0.02,2,363
559714,Blue Suites by V Sultanahmet Deluxe,2751565,Volkan,,Fatih,41.00507,28.98081,Entire home/apt,1454,2,9,2019-10-31,0.10,3,365
565598,"Fully furnished penthouse, Beyoglu",2781217,Fatma,,Beyoglu,41.036,28.97583,Entire home/apt,200,3,88,2020-11-21,1.03,5,365
568306,"Economic Apt @ Taksim SQ, Beyoglu",225378,Goksel,,Beyoglu,41.0343,28.97999,Private room,409,3,0,,,2,364
568452,Terraced Ottoman Villa,2797172,Piril,,Sariyer,41.16389,29.04211,Private room,1363,5,2,2015-09-05,0.02,4,365
569323,"cosy & comfy room, very central",2802812,Rey,,Beyoglu,41.0334,28.98672,Private room,222,2,0,,,1,365
570021,Designer Penthouse in Trendy Bebek,2779211,Bora,,Besiktas,41.08333,29.04047,Entire home/apt,1116,2,16,2020-01-04,0.16,1,364
571088,simple&clean room with amazin view in galata,2678583,Umut,,Beyoglu,41.02626,28.97673,Private room,255,7,16,2015-09-16,0.16,3,90
572504,Bright room with balcony in 2b flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,134,3,25,2020-03-17,0.27,6,354
572569,Lively room in 2b renovated flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,112,3,5,2015-10-08,0.05,6,364
575482,"LARGE, SAFE & COMFORTABLE FLAT",2266179,Seyda Mari,,Sisli,41.05606,28.9832,Entire home/apt,572,2,152,2020-12-11,1.49,2,349
575662,Terraced Ottoman Villa - Room 1,2797172,Piril,,Sariyer,41.16357,29.04244,Private room,545,5,2,2016-10-26,0.02,4,365
576358,comfortable and  central location,2464199,Fahrettin,,Beyoglu,41.03162,28.9715,Entire home/apt,858,30,23,2018-08-02,0.23,5,364
576398,Terraced Ottoman Villa - Room 2,2797172,Piril,,Sariyer,41.16267,29.04337,Private room,545,5,0,,,4,0
576414,Terraced Ottoman Villa - Room 3,2797172,Piril,,Sariyer,41.16257,29.04247,Private room,363,5,1,2012-12-23,0.01,4,365
576710,"CENTRAL PART OF ISTANBUL,TAXIM",2836764,Cerith,,Sisli,41.04369,28.98251,Entire home/apt,296,2,30,2020-02-15,1.36,3,0
581815,STUDiO FLAT /ERASMUS STUDENT (İST,2951165,Şermin,,Sisli,41.05019,28.98696,Entire home/apt,506,3,0,,,2,0
583129,double BR @ the heart of Cihangir,2872780,Galata,,Beyoglu,41.02567,28.9751,Private room,546,1,0,,,1,365
583846,"spacious & cozy flat @ city center, flat No.3",820117,Mustafa,,Beyoglu,41.03951,28.98167,Entire home/apt,363,1,1,2012-09-17,0.01,5,0
